clinic_name,clinician_name,role,measure_id,measure_name,num,den,collection_type,measure_type,high_priority,national_avg,decile_1,decile_2,decile_3,decile_4,decile_5,decile_6,decile_7,decile_8,decile_9,decile_10,topped_out
Le Cordon Bleu,Barberry,NP,112,Breast Cancer Screening,149,232,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Le Cordon Bleu,Bergamot,MD,112,Breast Cancer Screening,199,269,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Le Cordon Bleu,Borage,MD,112,Breast Cancer Screening,166,219,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Culinary Institute,Caper,MD,112,Breast Cancer Screening,119,151,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Culinary Institute,Caraway,MD,112,Breast Cancer Screening,93,128,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Culinary Institute,Cardamom,NP,112,Breast Cancer Screening,403,594,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Culinary Institute,Cassia,NP,112,Breast Cancer Screening,178,258,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Culinary Institute,Catnip,NP,112,Breast Cancer Screening,132,175,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Culinary Institute,Cayenne,PA,112,Breast Cancer Screening,215,320,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Culinary Institute,Celery,MD,112,Breast Cancer Screening,30,50,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Culinary Institute,Chervil,MD,112,Breast Cancer Screening,88,120,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Escoffier School,Chicory,PA,112,Breast Cancer Screening,109,166,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Escoffier School,Chives,MD,112,Breast Cancer Screening,437,592,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Escoffier School,Cilantro,MD,112,Breast Cancer Screening,266,361,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Escoffier School,Cinnamon,NP,112,Breast Cancer Screening,116,171,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Escoffier School,Clove,MD,112,Breast Cancer Screening,72,93,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Escoffier School,Coriander,MD,112,Breast Cancer Screening,61,88,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Escoffier School,Cumin,NP,112,Breast Cancer Screening,101,155,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Escoffier School,Dill,MD,112,Breast Cancer Screening,79,117,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Escoffier School,Fennel,PA,112,Breast Cancer Screening,121,185,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Escoffier School,Fenugreek,MD,112,Breast Cancer Screening,501,646,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Escoffier School,Ginger,MD,112,Breast Cancer Screening,73,101,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Escoffier School,Horehound,MD,112,Breast Cancer Screening,22,40,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Escoffier School,Horseradish,MD,112,Breast Cancer Screening,317,414,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Hattori Nutrition,Hyssop,MD,112,Breast Cancer Screening,74,161,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Hattori Nutrition,Lavender,MD,112,Breast Cancer Screening,407,593,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Hattori Nutrition,Licorice,NP,112,Breast Cancer Screening,166,291,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Hattori Nutrition,Lovage,MD,112,Breast Cancer Screening,279,464,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Hattori Nutrition,Mace,MD,112,Breast Cancer Screening,79,107,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Hattori Nutrition,Marjoram,MD,112,Breast Cancer Screening,40,56,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Boston University,Nutmeg,MD,112,Breast Cancer Screening,111,183,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Boston University,Oregano,MD,112,Breast Cancer Screening,96,136,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Boston University,Paprika,MD,112,Breast Cancer Screening,49,107,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Boston University,Parsley,MD,112,Breast Cancer Screening,407,569,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Boston University,Peppermint,MD,112,Breast Cancer Screening,409,544,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Boston University,Poppy,MD,112,Breast Cancer Screening,164,244,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Boston University,Rosemary,MD,112,Breast Cancer Screening,425,527,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Boston University,Rue,MD,112,Breast Cancer Screening,158,269,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Boston University,Saffron,MD,112,Breast Cancer Screening,115,176,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Culinary Arts Academy,Sage,NP,112,Breast Cancer Screening,30,51,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Culinary Arts Academy,Savory,NP,112,Breast Cancer Screening,0,1,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Culinary Arts Academy,Sesame,NP,112,Breast Cancer Screening,1,1,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Culinary Arts Academy,Sorrel,MD,112,Breast Cancer Screening,337,429,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Culinary Arts Academy,Staranise,MD,112,Breast Cancer Screening,394,525,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Culinary Arts Academy,Spearmint,MD,112,Breast Cancer Screening,53,80,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
La Cuisine Paris,Tarragon,MD,112,Breast Cancer Screening,136,212,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
La Cuisine Paris,Thyme,MD,112,Breast Cancer Screening,9,20,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
La Cuisine Paris,Turmeric,MD,112,Breast Cancer Screening,500,593,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
La Cuisine Paris,Vanilla,PA,112,Breast Cancer Screening,272,385,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
La Cuisine Paris,Wasabi,NP,112,Breast Cancer Screening,85,127,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
La Cuisine Paris,Cocoa,MD,112,Breast Cancer Screening,339,465,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
La Cuisine Paris,Zaatar,MD,112,Breast Cancer Screening,76,108,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Kendall College,Mastic,NP,112,Breast Cancer Screening,86,154,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Kendall College,Curry,MD,112,Breast Cancer Screening,98,159,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Kendall College,Fingerroot,MD,112,Breast Cancer Screening,193,289,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Kendall College,Jasmine,MD,112,Breast Cancer Screening,6,15,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Kendall College,Garlic,MD,112,Breast Cancer Screening,109,163,eCQM,Process,N,50.99,0.27 - 9.22,9.23 - 27.55,27.56 - 39.41,39.42 - 48.17,48.18 - 54.83,54.84 - 60.56,60.57 - 66.81,66.82 - 73.30,73.31 - 82.04,>= 82.05,No
Le Cordon Bleu,Allspice,MD,113,Colorectal Cancer Screening,683,849,eCQM,Process,N,49.64,0.18 - 7.21,7.22 - 22.60,22.61 - 34.52,34.53 - 43.89,43.90 - 51.88,51.89 - 59.64,59.65 - 66.97,66.98 - 75.50,75.51 - 85.68,>= 85.69,No
Le Cordon Bleu,Angelica,MD,113,Colorectal Cancer Screening,374,527,eCQM,Process,N,49.64,0.18 - 7.21,7.22 - 22.60,22.61 - 34.52,34.53 - 43.89,43.90 - 51.88,51.89 - 59.64,59.65 - 66.97,66.98 - 75.50,75.51 - 85.68,>= 85.69,No
Le Cordon Bleu,Anise,PA,113,Colorectal Cancer Screening,152,252,eCQM,Process,N,49.64,0.18 - 7.21,7.22 - 22.60,22.61 - 34.52,34.53 - 43.89,43.90 - 51.88,51.89 - 59.64,59.65 - 66.97,66.98 - 75.50,75.51 - 85.68,>= 85.69,No
Le Cordon Bleu,Bay,MD,113,Colorectal Cancer Screening,497,695,eCQM,Process,N,49.64,0.18 - 7.21,7.22 - 22.60,22.61 - 34.52,34.53 - 43.89,43.90 - 51.88,51.89 - 59.64,59.65 - 66.97,66.98 - 75.50,75.51 - 85.68,>= 85.69,No
Le Cordon Bleu,Basil,NP,113,Colorectal Cancer Screening,217,310,eCQM,Process,N,49.64,0.18 - 7.21,7.22 - 22.60,22.61 - 34.52,34.53 - 43.89,43.90 - 51.88,51.89 - 59.64,59.65 - 66.97,66.98 - 75.50,75.51 - 85.68,>= 85.69,No
Le Cordon Bleu,Barberry,NP,113,Colorectal Cancer Screening,161,316,eCQM,Process,N,49.64,0.18 - 7.21,7.22 - 22.60,22.61 - 34.52,34.53 - 43.89,43.90 - 51.88,51.89 - 59.64,59.65 - 66.97,66.98 - 75.50,75.51 - 85.68,>= 85.69,No
Le Cordon Bleu,Bergamot,MD,113,Colorectal Cancer Screening,278,452,eCQM,Process,N,49.64,0.18 - 7.21,7.22 - 22.60,22.61 - 34.52,34.53 - 43.89,43.90 - 51.88,51.89 - 59.64,59.65 - 66.97,66.98 - 75.50,75.51 - 85.68,>= 85.69,No
Le Cordon Bleu,Borage,MD,113,Colorectal Cancer Screening,235,335,eCQM,Process,N,49.64,0.18 - 7.21,7.22 - 22.60,22.61 - 34.52,34.53 - 43.89,43.90 - 51.88,51.89 - 59.64,59.65 - 66.97,66.98 - 75.50,75.51 - 85.68,>= 85.69,No
Culinary Institute,Caper,MD,113,Colorectal Cancer Screening,416,508,eCQM,Process,N,49.64,0.18 - 7.21,7.22 - 22.60,22.61 - 34.52,34.53 - 43.89,43.90 - 51.88,51.89 - 59.64,59.65 - 66.97,66.98 - 75.50,75.51 - 85.68,>= 85.69,No
Culinary Institute,Caraway,MD,113,Colorectal Cancer Screening,143,200,eCQM,Process,N,49.64,0.18 - 7.21,7.22 - 22.60,22.61 - 34.52,34.53 - 43.89,43.90 - 51.88,51.89 - 59.64,59.65 - 66.97,66.98 - 75.50,75.51 - 85.68,>= 85.69,No
Culinary Institute,Cardamom,NP,113,Colorectal Cancer Screening,605,863,eCQM,Process,N,49.64,0.18 - 7.21,7.22 - 22.60,22.61 - 34.52,34.53 - 43.89,43.90 - 51.88,51.89 - 59.64,59.65 - 66.97,66.98 - 75.50,75.51 - 85.68,>= 85.69,No
Culinary Institute,Cassia,NP,113,Colorectal Cancer Screening,252,377,eCQM,Process,N,49.64,0.18 - 7.21,7.22 - 22.60,22.61 - 34.52,34.53 - 43.89,43.90 - 51.88,51.89 - 59.64,59.65 - 66.97,66.98 - 75.50,75.51 - 85.68,>= 85.69,No
Culinary Institute,Catnip,NP,113,Colorectal Cancer Screening,198,276,eCQM,Process,N,49.64,0.18 - 7.21,7.22 - 22.60,22.61 - 34.52,34.53 - 43.89,43.90 - 51.88,51.89 - 59.64,59.65 - 66.97,66.98 - 75.50,75.51 - 85.68,>= 85.69,No
Culinary Institute,Cayenne,PA,113,Colorectal Cancer Screening,298,480,eCQM,Process,N,49.64,0.18 - 7.21,7.22 - 22.60,22.61 - 34.52,34.53 - 43.89,43.90 - 51.88,51.89 - 59.64,59.65 - 66.97,66.98 - 75.50,75.51 - 85.68,>= 85.69,No
Culinary Institute,Celery,MD,113,Colorectal Cancer Screening,116,187,eCQM,Process,N,49.64,0.18 - 7.21,7.22 - 22.60,22.61 - 34.52,34.53 - 43.89,43.90 - 51.88,51.89 - 59.64,59.65 - 66.97,66.98 - 75.50,75.51 - 85.68,>= 85.69,No
Culinary Institute,Chervil,MD,113,Colorectal Cancer Screening,408,533,eCQM,Process,N,49.64,0.18 - 7.21,7.22 - 22.60,22.61 - 34.52,34.53 - 43.89,43.90 - 51.88,51.89 - 59.64,59.65 - 66.97,66.98 - 75.50,75.51 - 85.68,>= 85.69,No
Escoffier School,Chicory,PA,113,Colorectal Cancer Screening,146,253,eCQM,Process,N,49.64,0.18 - 7.21,7.22 - 22.60,22.61 - 34.52,34.53 - 43.89,43.90 - 51.88,51.89 - 59.64,59.65 - 66.97,66.98 - 75.50,75.51 - 85.68,>= 85.69,No
